NetworkSizeTest, 2, 100
0,0.004483222961425781
1,0.13892197608947754
2,0.002899169921875
3,0.0012891292572021484
4,0.0030281543731689453
5,0.002177000045776367
6,0.002311229705810547
7,0.004238128662109375
8,0.0012531280517578125
9,0.0020470619201660156
10,0.002238035202026367
11,0.0013151168823242188
12,0.001291036605834961
13,0.0021390914916992188
14,0.008363962173461914
15,0.16322708129882812
16,0.23387861251831055
17,0.0021119117736816406
18,0.0027680397033691406
19,0.0020437240600585938
20,0.0012819766998291016
21,0.0013720989227294922
22,0.4403572082519531
23,0.0017237663269042969
24,0.005307197570800781
25,0.0042760372161865234
26,0.005349874496459961
27,0.0047779083251953125
28,0.0012791156768798828
29,0.004333972930908203
30,0.0030961036682128906
31,0.005110025405883789
32,0.004736185073852539
33,0.4412369728088379
34,0.005433082580566406
35,0.005281925201416016
36,0.002174854278564453
37,0.0013127326965332031
38,0.0014269351959228516
39,0.0014259815216064453
40,0.0012440681457519531
41,0.0013849735260009766
42,0.0013031959533691406
43,0.002260923385620117
44,0.002123117446899414
45,0.0012469291687011719
46,0.0029859542846679688
47,0.002399921417236328
48,0.003887176513671875
49,0.003646373748779297
50,0.0018439292907714844
51,0.0025153160095214844
52,0.0024840831756591797
53,21.046984910964966
54,0.0042078495025634766
55,0.0014238357543945312
56,0.0022461414337158203
57,0.0013649463653564453
58,0.0022368431091308594
59,0.0014369487762451172
60,0.004043102264404297
61,0.003055095672607422
62,0.002541065216064453
63,0.0025060176849365234
64,0.0014050006866455078
65,0.007634162902832031
66,0.0039250850677490234
67,0.15836000442504883
68,0.09129881858825684
69,0.003576993942260742
70,0.0026428699493408203
71,0.005352973937988281
72,0.003698110580444336
73,0.0013148784637451172
74,0.002132892608642578
75,0.206496000289917
76,0.002471923828125
77,0.001348733901977539
78,0.0013079643249511719
79,0.0021300315856933594
80,0.0013473033905029297
81,0.004489898681640625
82,0.3556201457977295
83,0.2454068660736084
84,0.004014015197753906
85,0.0021708011627197266
86,0.002081155776977539
87,0.0012810230255126953
88,0.0022950172424316406
89,0.002187013626098633
90,0.002048015594482422
91,0.0014331340789794922
92,0.0014040470123291016
93,0.001316070556640625
94,0.003777027130126953
95,0.003699779510498047
96,0.007095813751220703
97,0.005252838134765625
98,0.006886005401611328
99,0.24238920211791992
